model,accuracy,precision,recall,f1,threshold,tp,fp,tn,fn,single_sequence_ms,batch_per_sequence_ms,train_seconds,parameter_count
1D-CNN,0.831242717115635,0.7261492832427089,0.8463606683310928,0.7816601631784321,0.8999999999999999,4407,1662,7720,800,0.4229687503539026,0.20804336059597972,380.4741912499885,107777
