model,accuracy,precision,recall,f1,threshold,tp,fp,tn,fn,single_sequence_ms,batch_per_sequence_ms,train_seconds,parameter_count
CNN-LSTM,0.8276783878264445,0.7051028179741051,0.8889955828692145,0.7864424057084608,0.4099999999999999,4629,1936,7446,578,0.7047937501920387,0.08680666056648079,221.6066847089678,77025
